age,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,joining_day,joining_month,joining_year,last_visit_time_hour,last_visit_time_minutes,last_visit_time_seconds,gender_M,gender_Unknown,region_category_Town,region_category_Village,membership_category_Gold Membership,membership_category_No Membership,membership_category_Platinum Membership,membership_category_Premium Membership,membership_category_Silver Membership,joined_through_referral_No,joined_through_referral_Yes,preferred_offer_types_Gift Vouchers/Coupons,preferred_offer_types_Without Offers,medium_of_operation_Both,medium_of_operation_Desktop,medium_of_operation_Smartphone,internet_option_Mobile_Data,internet_option_Wi-Fi,used_special_discount_Yes,offer_application_preference_Yes,past_complaint_Yes,feedback_Poor Customer Service,feedback_Poor Product Quality,feedback_Poor Website,feedback_Products always in Stock,feedback_Quality Customer Care,feedback_Reasonable Price,feedback_Too many ads,feedback_User Friendly Website
41,25,66.87706910985516,171.6077693373965,195.65352756496839,18,12,2021,6,58,24,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0
28,60,85.65579227941969,303.23625415081807,444.5499344222502,29,3,2018,4,0,2,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1
74,114,51.703156595582364,690.0505405376846,36.25912114776181,9,5,2020,6,27,28,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1
55,127,71.52702461730293,997.5808832543656,116.99393953962745,17,9,2020,13,22,12,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0
64,145,59.7245447883011,161.1608054206242,448.416483997091,21,6,2016,22,16,34,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0
70,39,30.48336916909124,200.36256594495856,84.98937293785119,9,8,2023,11,10,34,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
31,76,28.401439925186832,769.1957116497998,333.97953850454167,18,8,2021,20,41,35,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1
34,124,57.31285584157793,464.6511589720372,479.34644932997253,28,12,2021,1,2,2,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1
34,312,6.139755596693953,844.6691467314864,154.86968670034102,22,6,2018,15,36,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1
55,92,30.89659484716506,201.93452052355062,187.58271499859458,17,7,2022,12,25,57,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0
77,106,97.3593392522034,66.75118330905536,220.73138107074996,31,5,2016,0,37,33,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1
66,27,1.5810439864079604,833.9325227296086,3.0624013476606704,8,3,2015,21,53,56,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1
54,240,34.644675988726924,461.84620731239636,485.2897540290086,26,1,2015,0,26,41,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
51,288,25.500343259217573,665.319304055049,221.26679442021867,24,8,2020,18,35,33,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1
61,82,23.400791747948777,279.3540901929058,124.69504380348229,30,3,2024,6,46,41,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0
78,344,56.16983844195045,887.5036101405148,404.66004636063764,22,12,2017,0,55,51,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1
26,35,60.461633471511675,981.6931503336775,5.409846293020881,8,3,2022,9,42,18,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
67,346,76.47558611084999,521.1088098486916,496.86661659606534,13,4,2022,2,46,25,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
42,38,61.234765640788815,992.6686344521493,175.52539523827738,2,6,2015,2,47,41,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
25,297,95.94442783925619,608.9620285781087,120.69883228171597,25,8,2019,19,7,56,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1
36,203,42.45043333223094,445.96480463409677,199.54736755921866,17,1,2018,16,45,9,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1
21,217,20.707925850635323,601.4838230721546,384.0019564036689,1,8,2024,14,32,48,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1
67,144,39.32217376942559,730.6771197429065,368.4855890274042,16,6,2015,20,55,20,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0
64,1,7.162177644152216,490.7033327980641,367.9179632399102,21,4,2019,11,28,8,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0
46,177,58.52800383179766,833.3288564459654,331.15528827859987,16,1,2019,1,25,25,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
45,326,66.59873302350098,192.0414578377039,498.3739090825308,11,10,2020,23,48,27,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1
79,313,23.004236312272,739.2012796706903,129.13870420054474,9,5,2016,15,50,25,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
78,282,95.15286688657051,15.907779624639925,342.0946288645221,5,6,2016,7,15,37,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0
65,84,45.16210316395556,641.8597529058488,268.5215196412098,21,3,2019,9,50,56,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1
28,303,89.03781263374364,176.44440906159645,116.06758205159534,2,10,2018,17,44,45,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
72,205,40.14365502985407,147.72726379300408,176.61576128757562,2,2,2016,8,34,39,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1
29,327,30.855746538258998,813.8449353419203,493.0014508715197,3,2,2022,18,24,58,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
22,195,2.037069504649347,943.8651869237599,334.01414350447595,2,8,2023,2,26,39,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0
50,324,88.60268686319024,750.0937814120324,252.516536057673,4,10,2016,16,33,18,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0
72,69,86.13967338522251,227.72443153883677,404.14310284350324,25,11,2016,18,6,39,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0
23,270,22.63134500969953,88.60550426138913,229.25702409862708,26,8,2023,17,17,19,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0
66,125,31.720705672746075,809.575413927498,384.1883399404465,6,6,2017,10,31,40,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1
63,168,82.25543154676454,304.0369915255584,248.94923064122548,31,4,2022,22,57,18,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
25,181,65.3159665071504,712.6361883334135,283.9365153957941,19,11,2024,8,25,5,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0
40,12,77.40311623901468,11.336874344233664,26.82269485211608,25,6,2020,3,18,27,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0
70,241,16.059216952260293,64.93032379100501,131.10967339457778,1,5,2022,7,28,37,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1
45,338,52.83816880931827,147.98737236799113,169.9802407027432,10,7,2018,0,5,30,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0
51,244,28.289932581462303,548.2741477285654,341.70487673491965,16,6,2018,12,9,13,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1
77,51,6.445124142403907,614.1461682875492,403.2144678250278,19,11,2018,15,29,55,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1
64,203,78.6333038691707,70.69222883991605,246.62005040496697,6,8,2019,22,19,30,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1
20,111,20.725937102694726,167.0431521055697,141.1597390689318,9,11,2015,15,40,12,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1
69,114,85.15101541761894,357.75509322324496,192.86033780064275,18,5,2017,3,20,31,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1
60,5,95.47128161433893,99.57790529784252,364.12686876881656,6,2,2018,14,7,33,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1
79,40,81.12675959737096,867.0098478971988,66.7735050742918,12,4,2016,23,23,47,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1
70,295,20.267743992837186,567.2448389719215,252.69878823328824,29,7,2022,3,22,54,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0
38,61,84.01763902164097,317.3790213014031,426.60488046049346,3,1,2015,10,25,7,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1
68,77,1.7436564643628358,993.0284435407248,156.3425308588966,27,3,2018,15,28,41,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
42,202,67.35450644789168,206.4414233463337,485.52627530247446,6,10,2021,22,12,19,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0
71,75,90.12869593842245,653.4494983696363,292.9428006801699,7,3,2019,2,36,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0
52,281,18.512598651762428,538.8936379666794,48.763005162518084,25,5,2021,7,30,24,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1
24,344,95.0658421191288,276.350990033916,42.090174540623416,1,7,2021,12,26,23,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0
65,18,2.267715729148585,611.4303407542614,22.274277416787726,20,1,2022,6,34,5,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1
38,222,21.108381108930278,868.6956582838412,404.7657125304331,10,4,2020,13,34,9,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0
75,8,4.880854189516539,169.1618666842681,5.504116377896939,29,4,2019,12,31,59,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0
40,8,30.091545376668304,305.2391968934034,303.7157343168156,16,10,2016,20,23,28,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1
70,362,51.68042489115612,71.10241179212562,78.69378264526489,11,8,2022,21,6,48,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1
48,239,44.62930477200316,544.0214101412703,426.47663896375036,1,8,2023,1,24,15,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0
79,13,85.70048817018301,117.94490720426897,444.26811469734724,8,11,2015,6,44,10,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0
29,61,66.64581341600123,54.1017923525643,369.3413551718073,9,11,2019,14,59,14,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
58,168,31.525818906300003,700.3435778586822,452.9593370962921,17,5,2020,15,25,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1
23,307,83.84241628026581,806.8529725347117,242.4674244791022,18,3,2018,23,59,24,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0
29,290,3.059230713549459,498.62213654393213,153.77021229378502,1,3,2017,21,29,18,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0
70,51,74.43673290589575,311.38303760463316,240.1435769456826,28,10,2021,3,12,46,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1
38,156,24.643851916770835,761.0407048661768,454.9414636303698,18,8,2023,16,22,4,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1
43,301,40.14983127707314,271.22922129996385,118.84151588480202,3,5,2023,17,9,42,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0
44,280,94.31254474310738,89.14308317670343,59.21831582366016,7,7,2019,16,8,41,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0
18,138,43.54369730906611,106.17587381528631,453.98803869440746,22,1,2022,0,45,48,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0
64,320,69.02557674356873,126.49701558317905,58.106316141686655,12,9,2020,1,2,41,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1
24,334,26.938486876414128,651.4879151562582,9.752766063584218,2,3,2018,10,57,51,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
26,161,28.262081912735418,217.9616654804943,19.31144225869369,18,5,2016,15,0,58,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0
72,102,63.61089384875619,924.9298804347834,137.1873099001371,25,10,2022,21,5,58,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
49,266,93.07891271009466,214.02245631540936,470.70727126895326,19,7,2022,3,27,9,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0
54,207,7.806396205733533,963.4851179954383,26.525726752535896,9,4,2021,2,33,54,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1
32,289,99.85397254072433,586.7012643216908,210.75902170959125,12,11,2018,7,52,34,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1
28,25,80.9612434147416,608.0780472865864,171.18712344761533,21,12,2023,8,17,2,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1
69,287,53.61484182378488,984.9822218220465,199.5012378470341,23,2,2021,4,39,11,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1
73,78,65.55574986438575,122.44132418547787,291.02166569878824,10,8,2022,19,14,35,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0
42,226,78.1822557314377,820.9590302128352,264.23158374801386,23,3,2023,3,16,33,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1
26,327,65.99906304925999,388.34896575209655,452.1996106075459,22,12,2024,7,5,6,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0
73,1,92.5943812560629,56.07930814021334,40.788431142823214,1,9,2019,20,6,27,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0
32,177,8.811335209060953,612.8573395817976,286.12299438085836,29,1,2019,0,43,52,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1
58,37,42.64031857136679,549.680815131789,343.9782985835978,22,3,2020,5,27,41,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
73,124,87.80262572376147,597.2272331638248,131.27466531688026,21,1,2020,22,46,32,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1
18,8,31.086321554470544,240.17842199688218,442.3329236640723,30,12,2016,21,30,54,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1
77,56,96.38894159275772,586.9759850354203,113.52649983787528,11,12,2016,7,24,51,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0
71,251,55.67181989279614,126.01109148887129,318.60666640369914,29,12,2016,15,21,42,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0
42,106,80.40100600830988,375.47386241392405,190.25259697938256,15,6,2017,20,40,51,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1
22,43,43.37006523724468,247.51817621304576,171.95557180048777,5,3,2019,14,18,53,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
75,151,75.55667641311608,706.399745446205,345.1241443430258,2,3,2021,2,38,26,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
18,348,25.875118412790194,195.5959137591367,80.09795872254671,10,9,2024,15,15,2,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0
68,54,67.9972947026233,159.99509351602146,71.5279615484114,1,6,2018,10,15,16,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
76,363,82.98055362064129,228.65994756663684,462.3141216258909,2,7,2018,19,32,29,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1
71,52,62.51279690258413,64.0154004904287,423.32806938785416,10,4,2021,11,22,57,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0
50,264,69.80331539726555,93.57248996952116,323.2262702834661,28,10,2021,9,54,33,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1
35,27,53.96203429513399,449.1250948933717,379.40988497643116,18,6,2019,17,49,32,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1
42,302,85.83987339301018,739.6950403145772,237.2672914494848,13,8,2023,20,53,58,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,1
52,224,12.340027815007982,399.7456229490584,440.30297541653295,28,5,2024,6,18,57,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0
34,333,90.662447972391,124.29748191917932,69.43286033212043,27,10,2021,10,32,4,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1
50,344,17.390168014880253,590.0027796096396,383.8395704575951,20,7,2022,20,23,31,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0
43,284,36.0196964829035,893.3140050514477,299.3920911231214,10,11,2022,5,12,24,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0
71,37,92.07794708682631,56.51616711429691,147.40737487340704,2,4,2021,6,37,29,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0
69,203,41.11605008277059,37.01642201661318,202.39085451517548,15,11,2023,3,12,37,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0
50,190,86.77132615580383,347.0305550215502,87.20237117465429,20,10,2023,7,42,8,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0
55,50,24.26251655246374,983.3668076397904,294.5724175382674,6,6,2017,2,44,40,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1
49,188,54.55831306258633,350.1794010774735,202.1569639197327,21,10,2020,10,52,15,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1
79,302,70.66067461992152,982.5742144607065,222.5869024136556,2,3,2019,6,8,36,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0
41,85,2.128397442327825,41.91173097874633,299.28553262193503,10,4,2019,9,13,33,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0
45,155,19.627295718944136,713.1272984815301,20.07760068835951,14,7,2021,21,34,33,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0
39,200,94.50446116426448,547.4634321092863,469.2119160557551,1,4,2023,6,11,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0
73,111,93.32660794939592,274.47023272798646,444.86707356067353,30,10,2024,1,29,22,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
46,279,8.37229743787429,928.295816320767,221.49543900161618,21,11,2024,4,52,20,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0
35,254,83.29194853319298,832.1683265840664,111.32506158475591,23,12,2023,9,22,53,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
63,289,10.793427369301192,587.5289575691045,437.31863868983817,28,7,2017,23,41,47,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0
55,297,43.495247296231796,552.2606638966029,304.3428906489568,6,6,2015,21,39,37,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1
42,97,6.808726640082437,966.6230777886285,392.8991585727951,22,3,2022,21,2,20,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1
48,122,98.11015017688598,102.38730522402913,363.2352224539788,15,4,2021,8,51,19,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1
77,224,17.264411168878834,656.5966949750054,237.8403555325051,24,7,2023,20,18,13,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1
46,187,30.84085752988175,859.5029310642589,219.3610665120705,16,8,2015,20,10,15,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1
53,325,49.78854606575474,278.19843821744433,42.50953683127473,31,12,2021,17,30,47,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1
66,276,35.0024657567545,296.7935899879223,346.9859461655093,17,7,2021,10,16,41,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1
40,128,19.289187047913245,113.33650163704817,8.613712688379405,4,2,2023,22,57,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1
34,10,54.346557377301245,400.65870487786304,441.73534931800197,27,11,2021,15,1,57,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
27,134,75.02560489971626,422.6815079643289,297.04608562466956,6,10,2016,1,7,54,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0
22,212,99.42542025904535,354.732505801683,49.45779335603656,3,6,2019,0,0,53,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1
42,252,67.04444916011452,126.26301941627098,349.4829573985715,15,5,2020,17,31,12,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
51,49,96.3528657034064,534.9692747375052,183.0505949284683,27,7,2022,20,10,55,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1
31,157,77.82121048529544,763.0001281944831,30.771284527978004,8,7,2021,23,3,7,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1
26,248,51.38767777160996,10.493805070853684,442.73754399111453,22,9,2024,12,47,16,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1
29,144,37.211496505608295,468.81664896314385,251.5956261520063,1,2,2022,1,29,46,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
20,86,33.480691779319656,640.3093286197243,247.1365851218255,1,10,2022,11,15,5,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1
35,212,79.50189755091368,688.8881982688196,14.715130962449196,22,10,2022,8,17,51,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0
19,266,85.32247131935945,622.2319875331189,184.909452446679,21,4,2018,9,27,23,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1
